r,overlap_GLC,overlap_BG
0.000100161,0.000145795,0.000195827
0.000101322,0.000147256,0.000197791
0.000102496,0.000148731,0.000199775
0.000103684,0.00015022,0.000201778
0.000104886,0.000151724,0.0002038
0.000106102,0.000153242,0.000205843
0.000107332,0.000154776,0.000207905
0.000108576,0.000156324,0.000209987
0.000109834,0.000157887,0.00021209
0.000111107,0.000159466,0.000214214
0.000112395,0.00016106,0.000216358
0.000113698,0.000162669,0.000218523
0.000115016,0.000164295,0.000220709
0.000116349,0.000165936,0.000222916
0.000117698,0.000167593,0.000225145
0.000119062,0.000169266,0.000227396
0.000120442,0.000170955,0.000229668
0.000121838,0.000172661,0.000231963
0.00012325,0.000174383,0.00023428
0.000124679,0.000176122,0.00023662
0.000126124,0.000177878,0.000238982
0.000127586,0.000179651,0.000241368
0.000129065,0.000181442,0.000243776
0.000130561,0.000183249,0.000246208
0.000132074,0.000185074,0.000248664
0.000133605,0.000186917,0.000251143
0.000135154,0.000188778,0.000253647
0.00013672,0.000190657,0.000256175
0.000138305,0.000192554,0.000258727
0.000139908,0.000194469,0.000261304
0.00014153,0.000196403,0.000263906
0.00014317,0.000198355,0.000266533
0.00014483,0.000200327,0.000269186
0.000146509,0.000202317,0.000271865
0.000148207,0.000204327,0.000274569
0.000149925,0.000206356,0.000277299
0.000151662,0.000208404,0.000280056
0.00015342,0.000210473,0.00028284
0.000155199,0.000212561,0.00028565
0.000156998,0.00021467,0.000288488
0.000158817,0.000216798,0.000291353
0.000160658,0.000218948,0.000294246
0.00016252,0.000221118,0.000297166
0.000164404,0.000223309,0.000300115
0.00016631,0.000225521,0.000303092
0.000168238,0.000227754,0.000306098
0.000170188,0.000230009,0.000309133
0.00017216,0.000232285,0.000312197
0.000174156,0.000234583,0.000315291
0.000176174,0.000236904,0.000318414
0.000178217,0.000239246,0.000321568
0.000180282,0.000241612,0.000324752
0.000182372,0.000243999,0.000327966
0.000184486,0.00024641,0.000331211
0.000186624,0.000248844,0.000334488
0.000188787,0.000251301,0.000337795
0.000190976,0.000253782,0.000341135
0.000193189,0.000256286,0.000344507
0.000195429,0.000258814,0.000347911
0.000197694,0.000261367,0.000351347
0.000199985,0.000263944,0.000354817
0.000202303,0.000266545,0.000358319
0.000204648,0.000269172,0.000361856
0.00020702,0.000271823,0.000365426
0.00020942,0.0002745,0.00036903
0.000211847,0.000277202,0.000372669
0.000214303,0.00027993,0.000376342
0.000216787,0.000282684,0.000380051
0.0002193,0.000285465,0.000383795
0.000221842,0.000288271,0.000387575
0.000224413,0.000291105,0.00039139
0.000227014,0.000293965,0.000395243
0.000229646,0.000296853,0.000399131
0.000232307,0.000299768,0.000403057
0.000235,0.000302711,0.000407021
0.000237724,0.000305681,0.000411022
0.00024048,0.00030868,0.000415061
0.000243267,0.000311708,0.000419138
0.000246087,0.000314764,0.000423255
0.000248939,0.000317849,0.00042741
0.000251825,0.000320963,0.000431605
0.000254744,0.000324107,0.00043584
0.000257696,0.000327281,0.000440115
0.000260683,0.000330484,0.00044443
0.000263705,0.000333718,0.000448786
0.000266762,0.000336982,0.000453184
0.000269854,0.000340278,0.000457623
0.000272981,0.000343604,0.000462104
0.000276146,0.000346962,0.000466628
0.000279346,0.000350351,0.000471195
0.000282584,0.000353773,0.000475804
0.00028586,0.000357226,0.000480457
0.000289173,0.000360712,0.000485155
0.000292525,0.000364231,0.000489896
0.000295916,0.000367784,0.000494682
0.000299346,0.000371369,0.000499514
0.000302816,0.000374988,0.000504391
0.000306326,0.000378642,0.000509313
0.000309876,0.000382329,0.000514283
0.000313468,0.000386051,0.000519299
0.000317101,0.000389808,0.000524362
0.000320777,0.000393601,0.000529472
0.000324495,0.000397429,0.000534631
0.000328256,0.000401292,0.000539838
0.000332061,0.000405192,0.000545095
0.00033591,0.000409129,0.0005504
0.000339804,0.000413102,0.000555755
0.000343743,0.000417112,0.000561161
0.000347727,0.00042116,0.000566617
0.000351757,0.000425246,0.000572124
0.000355835,0.000429369,0.000577682
0.000359959,0.000433532,0.000583293
0.000364132,0.000437733,0.000588956
0.000368352,0.000441973,0.000594672
0.000372622,0.000446252,0.000600442
0.000376941,0.000450572,0.000606265
0.00038131,0.000454931,0.000612142
0.00038573,0.000459332,0.000618075
0.000390201,0.000463773,0.000624062
0.000394724,0.000468255,0.000630106
0.000399299,0.000472779,0.000636206
0.000403927,0.000477345,0.000642362
0.000408609,0.000481953,0.000648576
0.000413346,0.000486604,0.000654847
0.000418137,0.000491298,0.000661177
0.000422983,0.000496035,0.000667565
0.000427886,0.000500816,0.000674013
0.000432846,0.000505642,0.00068052
0.000437863,0.000510512,0.000687088
0.000442938,0.000515427,0.000693717
0.000448073,0.000520387,0.000700407
0.000453266,0.000525393,0.000707159
0.00045852,0.000530445,0.000713973
0.000463835,0.000535544,0.00072085
0.000469211,0.00054069,0.000727791
0.00047465,0.000545883,0.000734796
0.000480152,0.000551123,0.000741865
0.000485717,0.000556412,0.000749
0.000491347,0.00056175,0.0007562
0.000497042,0.000567136,0.000763466
0.000502804,0.000572572,0.0007708
0.000508632,0.000578057,0.000778201
0.000514527,0.000583593,0.00078567
0.000520491,0.00058918,0.000793207
0.000526524,0.000594817,0.000800814
0.000532627,0.000600507,0.00080849
0.000538801,0.000606248,0.000816237
0.000545046,0.000612041,0.000824055
0.000551364,0.000617888,0.000831944
0.000557755,0.000623787,0.000839905
0.00056422,0.000629741,0.00084794
0.00057076,0.000635748,0.000856047
0.000577376,0.000641811,0.000864229
0.000584068,0.000647928,0.000872485
0.000590838,0.000654101,0.000880817
0.000597687,0.00066033,0.000889225
0.000604614,0.000666616,0.000897709
0.000611623,0.000672959,0.00090627
0.000618712,0.000679359,0.000914909
0.000625884,0.000685817,0.000923627
0.000633138,0.000692333,0.000932424
0.000640477,0.000698909,0.000941301
0.000647901,0.000705544,0.000950258
0.000655411,0.000712238,0.000959296
0.000663008,0.000718994,0.000968417
0.000670693,0.00072581,0.000977619
0.000678467,0.000732687,0.000986906
0.000686331,0.000739626,0.000996276
0.000694286,0.000746628,0.00100573
0.000702334,0.000753693,0.00101527
