r,overlap_GLC,overlap_BG
0.000111813,0.000150482,0.000206955
0.000113187,0.000152078,0.000209153
0.000114579,0.000153691,0.000211374
0.000115987,0.000155321,0.000213618
0.000117413,0.000156967,0.000215886
0.000118857,0.00015863,0.000218177
0.000120318,0.000160311,0.000220492
0.000121797,0.000162009,0.00022283
0.000123294,0.000163724,0.000225193
0.00012481,0.000165457,0.00022758
0.000126344,0.000167208,0.000229992
0.000127897,0.000168977,0.000232428
0.00012947,0.000170764,0.00023489
0.000131061,0.00017257,0.000237378
0.000132672,0.000174394,0.000239891
0.000134303,0.000176237,0.000242429
0.000135954,0.000178099,0.000244994
0.000137626,0.00017998,0.000247586
0.000139318,0.00018188,0.000250204
0.00014103,0.0001838,0.000252849
0.000142764,0.00018574,0.000255521
0.000144519,0.000187699,0.000258221
0.000146296,0.000189679,0.000260949
0.000148094,0.000191679,0.000263704
0.000149915,0.0001937,0.000266488
0.000151758,0.000195741,0.000269301
0.000153623,0.000197803,0.000272142
0.000155512,0.000199886,0.000275013
0.000157423,0.000201991,0.000277913
0.000159359,0.000204117,0.000280842
0.000161318,0.000206265,0.000283802
0.000163301,0.000208434,0.000286792
0.000165308,0.000210626,0.000289813
0.00016734,0.000212841,0.000292865
0.000169398,0.000215078,0.000295948
0.00017148,0.000217337,0.000299062
0.000173588,0.00021962,0.000302208
0.000175722,0.000221926,0.000305387
0.000177882,0.000224256,0.000308598
0.000180069,0.00022661,0.000311841
0.000182283,0.000228987,0.000315118
0.000184523,0.000231388,0.000318428
0.000186792,0.000233814,0.000321772
0.000189088,0.000236265,0.00032515
0.000191413,0.000238741,0.000328563
0.000193766,0.000241242,0.00033201
0.000196148,0.000243768,0.000335493
0.000198559,0.00024632,0.000339011
0.000201,0.000248897,0.000342564
0.000203471,0.000251501,0.000346154
0.000205972,0.000254132,0.00034978
0.000208504,0.000256788,0.000353443
0.000211067,0.000259472,0.000357144
0.000213662,0.000262183,0.000360882
0.000216289,0.000264922,0.000364657
0.000218948,0.000267688,0.000368471
0.000221639,0.000270482,0.000372324
0.000224364,0.000273305,0.000376216
0.000227122,0.000276156,0.000380147
0.000229914,0.000279035,0.000384118
0.000232741,0.000281944,0.00038813
0.000235602,0.000284882,0.000392181
0.000238498,0.00028785,0.000396274
0.00024143,0.000290848,0.000400408
0.000244398,0.000293876,0.000404584
0.000247402,0.000296934,0.000408802
0.000250444,0.000300023,0.000413063
0.000253522,0.000303144,0.000417366
0.000256639,0.000306295,0.000421713
0.000259794,0.000309479,0.000426104
0.000262988,0.000312694,0.000430539
0.000266221,0.000315941,0.000435019
0.000269493,0.000319222,0.000439543
0.000272806,0.000322535,0.000444114
0.00027616,0.000325881,0.00044873
0.000279555,0.000329261,0.000453392
0.000282991,0.000332674,0.000458102
0.00028647,0.000336122,0.000462858
0.000289992,0.000339605,0.000467662
0.000293557,0.000343122,0.000472515
0.000297166,0.000346674,0.000477416
0.000300819,0.000350262,0.000482366
0.000304517,0.000353885,0.000487366
0.00030826,0.000357545,0.000492416
0.00031205,0.000361241,0.000497516
0.000315886,0.000364974,0.000502668
0.000319769,0.000368745,0.00050787
0.0003237,0.000372553,0.000513125
0.00032768,0.000376398,0.000518432
0.000331708,0.000380282,0.000523792
0.000335786,0.000384205,0.000529206
0.000339913,0.000388167,0.000534673
0.000344092,0.000392167,0.000540195
0.000348322,0.000396208,0.000545772
0.000352604,0.000400289,0.000551405
0.000356939,0.00040441,0.000557093
0.000361327,0.000408572,0.000562838
0.000365769,0.000412775,0.00056864
0.000370265,0.00041702,0.0005745
0.000374817,0.000421307,0.000580417
0.000379425,0.000425636,0.000586394
0.000384089,0.000430008,0.000592429
0.000388811,0.000434423,0.000598525
0.00039359,0.000438881,0.00060468
0.000398429,0.000443384,0.000610897
0.000403327,0.000447931,0.000617175
0.000408285,0.000452523,0.000623515
0.000413304,0.00045716,0.000629918
0.000418385,0.000461843,0.000636384
0.000423528,0.000466571,0.000642913
0.000428735,0.000471346,0.000649507
